,nom_jeu,na_vente_jeu,eu_vente_jeu,jp_vente_jeu,autre_vente_jeu,global_vente_jeu,id_calendrier,id_console,id_genre,id_editeur
10134,Home Run King,0.09,0.02,0.0,0.0,0.11,2002-01-01,8,11,447
10135,Power Rangers: Super Legends,0.08,0.03,0.0,0.01,0.11,2007-01-01,5,1,127
10136,To Heart 2: Dungeon Travelers,0.0,0.0,0.11,0.0,0.11,2011-01-01,20,2,38
10137,Where the Wild Things Are,0.1,0.0,0.0,0.01,0.11,2009-01-01,29,5,550
10138,Lost in Blue,0.07,0.02,0.02,0.01,0.11,2005-01-01,5,2,276
10139,Criminal Girls: Invite Only,0.04,0.02,0.04,0.02,0.11,2013-01-01,21,8,363
10140,WWE All Stars,0.05,0.04,0.0,0.01,0.11,2011-01-01,17,3,489
10141,MLB Power Pros,0.0,0.0,0.11,0.0,0.11,2007-01-01,17,11,276
10142,Truth or Lies,0.07,0.03,0.0,0.01,0.11,2010-01-01,29,4,489
10143,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,0.0,0.0,0.11,0.0,0.11,1995-01-01,22,4,447
10144,Kousoku Card Battle: Card Hero,0.0,0.0,0.11,0.0,0.11,2007-01-01,5,12,360
10145,AirForce Delta Strike,0.05,0.04,0.0,0.01,0.11,2004-01-01,17,10,276
10146,Dora's Big Birthday Adventure,0.1,0.01,0.0,0.01,0.11,2010-01-01,27,4,495
10147,Tokimeki Memorial: Girl's Side 2nd Season,0.0,0.0,0.11,0.0,0.11,2008-01-01,5,2,276
10148,Disney's Peter Pan: Return to Never Land,0.08,0.03,0.0,0.0,0.11,2002-01-01,7,5,526
10149,The Fairly Odd Parents: Breakin Da Rules,0.08,0.02,0.0,0.0,0.11,2003-01-01,30,5,489
10150,Monkey Island: Special Edition Collection,0.0,0.08,0.0,0.03,0.11,2011-01-01,18,2,22
10151,Capcom vs. SNK 2 EO,0.09,0.02,0.0,0.0,0.11,2002-01-01,8,3,86
10152,Hot Wheels Velocity X,0.09,0.02,0.0,0.0,0.11,2002-01-01,8,7,489
10153,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,0.0,0.0,0.11,0.0,0.11,2015-01-01,3,1,348
10154,Spyborgs,0.1,0.01,0.0,0.01,0.11,2009-01-01,27,1,86
10155,American Girl: Julie Finds a Way,0.1,0.0,0.0,0.01,0.11,2007-01-01,5,2,489
10156,Contra Advance: The Alien Wars EX,0.08,0.03,0.0,0.0,0.11,2002-01-01,7,9,276
10157,Jikkyou Powerful Pro Baseball 2016,0.0,0.0,0.11,0.0,0.11,2016-01-01,18,11,276
10158,The History Channel: Battle for the Pacific,0.1,0.0,0.0,0.01,0.11,2007-01-01,27,9,22
10159,18 Wheels of Steel: Extreme Trucker 2,0.08,0.02,0.0,0.01,0.11,2011-01-01,14,7,434
10160,Happy Feet Two,0.08,0.02,0.0,0.01,0.11,2011-01-01,3,1,550
10161,Army Men: RTS,0.05,0.04,0.0,0.01,0.11,2002-01-01,17,12,5
10162,Mobile Suit Gundam: MS Sensen 0079,0.0,0.0,0.11,0.0,0.11,2007-01-01,27,10,348
10163,Pinball Hall of Fame: The Williams Collection,0.09,0.01,0.0,0.01,0.11,2008-01-01,20,4,483
10164,Space Chimps,0.1,0.0,0.0,0.01,0.11,2008-01-01,29,5,78
10165,The Spiderwick Chronicles,0.09,0.01,0.0,0.01,0.11,2008-01-01,29,1,546
10166,Project CARS,0.0,0.1,0.0,0.01,0.11,2015-01-01,14,7,452
10167,Green Lantern: Rise of the Manhunters,0.08,0.02,0.0,0.01,0.11,2011-01-01,5,1,550
10168,Eragon,0.1,0.0,0.0,0.01,0.11,2006-01-01,20,1,546
10169,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,0.0,0.0,0.11,0.0,0.11,2011-01-01,18,2,489
10170,Guitar Rock Tour,0.1,0.0,0.0,0.01,0.11,2007-01-01,5,4,189
10171,Mortal Kombat: Deception,0.09,0.02,0.0,0.0,0.11,2005-01-01,8,3,326
10172,ESPN NHL Hockey,0.08,0.02,0.0,0.0,0.11,2003-01-01,30,11,447
10173,Monster Lab,0.05,0.04,0.0,0.01,0.11,2008-01-01,17,8,138
10174,XXX,0.08,0.03,0.0,0.0,0.11,2002-01-01,7,1,22
10175,Machinarium,0.0,0.09,0.0,0.02,0.11,2009-01-01,14,2,114
10176,The Smurfs 2,0.02,0.07,0.0,0.02,0.11,2013-01-01,18,5,526
10177,Maximum Force,0.06,0.04,0.0,0.01,0.11,1997-01-01,16,9,178
10178,NCIS 3D,0.06,0.04,0.0,0.01,0.11,2011-01-01,3,2,526
10179,Worms Forts: Under Siege,0.05,0.04,0.0,0.01,0.11,2004-01-01,17,12,18
10180,Alvin and the Chipmunks: Chipwrecked,0.07,0.03,0.0,0.01,0.11,2011-01-01,5,4,7
10181,Totally Spies! Totally Party,0.09,0.01,0.0,0.01,0.11,2008-01-01,27,4,526
10182,Smash Court Tennis 3,0.08,0.02,0.0,0.01,0.11,2007-01-01,29,11,54
10183,ATV Quad Kings,0.1,0.0,0.0,0.01,0.11,2010-01-01,5,7,472
10184,Naruto Shippuden: Naruto vs. Sasuke,0.08,0.0,0.03,0.01,0.11,2008-01-01,5,1,494
10185,DualPenSports,0.05,0.05,0.0,0.01,0.11,2011-01-01,3,11,348
10186,Project: Snowblind,0.08,0.02,0.0,0.0,0.11,2005-01-01,30,1,138
10187,Astro Boy: The Video Game,0.05,0.04,0.0,0.01,0.11,2009-01-01,17,1,110
10188,HOP,0.09,0.01,0.0,0.01,0.11,2011-01-01,5,5,7
10189,Brave Story: New Traveler (US sales),0.11,0.0,0.0,0.0,0.11,2006-01-01,20,8,457
10190,Disney's Extreme Skate Adventure,0.08,0.02,0.0,0.0,0.11,2003-01-01,30,11,22
10191,Tales of Phantasia (PS1 & PSP Versions),0.0,0.0,0.11,0.0,0.11,2006-01-01,20,8,348
10192,Kouchuu Ouja Mushi King: Super Collection,0.0,0.0,0.11,0.0,0.11,2007-01-01,5,1,447
10193,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,0.09,0.02,0.0,0.0,0.11,2003-01-01,8,1,489
10194,Pac-Man World 2,0.08,0.03,0.0,0.0,0.11,2005-01-01,7,1,567
10195,Yoostar2,0.04,0.05,0.0,0.02,0.11,2011-01-01,18,4,531
10196,Avatar: The Last Airbender,0.1,0.0,0.0,0.01,0.11,2006-01-01,20,2,489
10197,Odama,0.07,0.02,0.02,0.0,0.11,2006-01-01,8,4,360
10198,Karaoke Revolution Presents American Idol Encore,0.1,0.0,0.0,0.01,0.11,2008-01-01,29,4,276
10199,FlatOut: Ultimate Carnage,0.07,0.03,0.0,0.01,0.11,2007-01-01,29,7,143
10200,Mobile Light Force 2,0.05,0.04,0.0,0.01,0.11,2002-01-01,17,9,492
10201,Naval Ops: Warship Gunner,0.05,0.04,0.0,0.01,0.11,2003-01-01,17,10,501
10202,Soma Bringer,0.0,0.0,0.11,0.0,0.11,2008-01-01,5,8,360
10203,"Sesame Street: Ready, Set, Grover!",0.1,0.0,0.0,0.01,0.11,2011-01-01,27,4,550
10204,Shin Sangoku Musou 6 Special,0.0,0.0,0.11,0.0,0.11,2011-01-01,20,1,501
10205,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,0.07,0.03,0.0,0.01,0.11,2011-01-01,29,1,489
10206,Go! Sudoku (JP sales),0.0,0.0,0.11,0.0,0.11,2005-01-01,20,6,457
10207,EA Replay,0.09,0.0,0.0,0.01,0.11,2006-01-01,20,1,139
10208,Paws & Claws Pet Vet: Australian Adventures,0.1,0.0,0.0,0.01,0.11,2009-01-01,5,10,489
10209,Bionicle Heroes,0.08,0.02,0.0,0.0,0.11,2006-01-01,8,9,138
10210,Trauma Center: Under the Knife 2,0.1,0.0,0.0,0.01,0.11,2008-01-01,5,10,56
10211,Puss in Boots,0.09,0.01,0.0,0.01,0.11,2011-01-01,5,1,489
10212,Split/Second,0.07,0.02,0.0,0.02,0.11,2010-01-01,20,7,127
10213,The Croods: Prehistoric Party!,0.03,0.07,0.0,0.01,0.11,2013-01-01,27,4,110
10214,The King of Fighters 2000/2001,0.05,0.04,0.0,0.01,0.11,2003-01-01,17,3,233
10215,Lunacy,0.0,0.0,0.11,0.0,0.11,1996-01-01,22,2,447
10216,Batman & Robin,0.06,0.04,0.0,0.01,0.11,1998-01-01,16,1,18
10217,Snowboard Kids 2,0.09,0.02,0.0,0.0,0.11,1999-01-01,11,11,56
10218,Tonic Trouble,0.09,0.02,0.0,0.0,0.11,1999-01-01,11,5,526
10219,Nuclear Strike 64,0.09,0.02,0.0,0.0,0.11,1999-01-01,11,10,489
10220,Chameleon Twist,0.09,0.02,0.0,0.0,0.11,1997-01-01,11,5,478
10221,Top Gear Rally 2,0.09,0.02,0.0,0.0,0.11,1999-01-01,11,7,270
10222,Chopper Attack,0.09,0.02,0.0,0.0,0.11,1997-01-01,11,1,178
10223,Vigilante 8: 2nd Offense,0.09,0.02,0.0,0.0,0.11,2000-01-01,11,7,22
10224,Fighting Force 64,0.09,0.02,0.0,0.0,0.11,1999-01-01,11,1,102
10225,Thief (2014),0.0,0.09,0.0,0.02,0.11,2014-01-01,14,1,466
10226,Rock Band: Metal Track Pack,0.1,0.0,0.0,0.01,0.11,2009-01-01,27,4,293
10227,Pac-Man and the Ghostly Adventures 2,0.05,0.04,0.0,0.02,0.11,2014-01-01,18,2,348
10228,BlazBlue: Calamity Trigger Portable,0.07,0.01,0.03,0.01,0.11,2010-01-01,20,3,382
10229,Night at the Museum: Battle of the Smithsonian,0.07,0.03,0.0,0.01,0.11,2009-01-01,29,1,297
10230,Street Fighter Collection,0.0,0.0,0.11,0.0,0.11,1996-01-01,22,3,86
10231,Ninja Assault,0.05,0.04,0.0,0.01,0.11,2002-01-01,17,9,348
10232,Tales of Berseria,0.0,0.0,0.11,0.0,0.11,2016-01-01,18,8,348
10233,Samurai Warriors 4,0.0,0.0,0.11,0.0,0.11,2014-01-01,21,1,501
10234,GunGriffon Blaze,0.05,0.04,0.0,0.01,0.11,2000-01-01,17,10,480
10235,Higurashi no Naku Koro ni Matsuri,0.0,0.0,0.11,0.0,0.11,2007-01-01,17,2,31
10236,Frontier Gate,0.0,0.0,0.11,0.0,0.11,2011-01-01,20,8,276
10237,Transformers: Devastation,0.03,0.07,0.0,0.02,0.11,2015-01-01,18,1,22
10238,Top Angler: Real Bass Fishing,0.05,0.04,0.0,0.01,0.11,2002-01-01,17,11,557
10239,Gabrielle's Ghostly Groove 3D,0.08,0.02,0.0,0.01,0.11,2011-01-01,3,2,171
10240,Michael Phelps: Push the Limit,0.09,0.01,0.0,0.01,0.11,2011-01-01,29,11,7
10241,Breakout,0.06,0.04,0.0,0.01,0.11,1999-01-01,16,6,215
10242,Frogger: Helmet Chaos,0.1,0.0,0.0,0.01,0.11,2005-01-01,20,5,276
10243,AKB48+Me,0.0,0.0,0.11,0.0,0.11,2012-01-01,3,1,531
10244,Touch Detective 2 1/2,0.09,0.0,0.01,0.01,0.11,2007-01-01,5,2,7
10245,Alias,0.05,0.04,0.0,0.01,0.11,2004-01-01,17,1,18
10246,Planet 51,0.07,0.03,0.0,0.01,0.11,2009-01-01,29,1,447
10247,Call of Juarez: The Cartel,0.05,0.05,0.0,0.01,0.11,2011-01-01,14,9,526
10248,Sakura Taisen Hanagumi Tsuushin,0.0,0.0,0.11,0.0,0.11,1997-01-01,22,4,447
10249,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,0.0,0.0,0.11,0.0,0.11,2004-01-01,7,2,360
10250,Tornado Outbreak,0.1,0.0,0.0,0.01,0.11,2009-01-01,27,1,276
10251,Pimp My Ride,0.1,0.01,0.0,0.01,0.11,2006-01-01,29,7,22
10252,Michael Jackson: The Experience,0.05,0.04,0.0,0.02,0.11,2011-01-01,21,4,526
10253,Astro Boy: The Video Game,0.1,0.0,0.0,0.01,0.11,2009-01-01,27,1,110
10254,Outlaw Golf: Nine Holes of Christmas,0.08,0.02,0.0,0.0,0.11,2002-01-01,30,11,451
10255,NHL Rivals 2004,0.08,0.02,0.0,0.0,0.11,2003-01-01,30,11,324
10256,X-Men: Next Dimension,0.08,0.02,0.0,0.0,0.11,2002-01-01,30,3,22
10257,Tyco RC: Assault with a Battery,0.06,0.04,0.0,0.01,0.11,1999-01-01,16,7,481
10258,Felony 11-79,0.06,0.04,0.0,0.01,0.11,1997-01-01,16,7,14
10259,Terraria,0.0,0.01,0.09,0.0,0.11,2013-01-01,21,1,445
10260,Classic Road,0.0,0.0,0.11,0.0,0.11,1993-01-01,24,11,539
10261,Bust-A-Move DS,0.08,0.02,0.0,0.01,0.11,2005-01-01,5,6,7
10262,Nicktoons: Unite!,0.1,0.0,0.0,0.01,0.11,2006-01-01,5,2,489
10263,SimAnimals Africa,0.08,0.02,0.0,0.01,0.11,2009-01-01,5,10,139
10264,Death Jr.: Root of Evil,0.1,0.0,0.0,0.01,0.11,2008-01-01,27,5,138
10265,One Piece: Burning Blood,0.0,0.03,0.07,0.01,0.11,2016-01-01,21,3,348
10266,Panzer Dragoon Saga,0.0,0.0,0.11,0.0,0.11,1997-01-01,22,8,447
10267,Sonic Generations,0.02,0.07,0.0,0.02,0.11,2011-01-01,14,5,447
10268,Mushroom Men: Rise of the Fungi,0.1,0.0,0.0,0.01,0.11,2008-01-01,5,1,462
10269,Shining Ark,0.0,0.0,0.11,0.0,0.11,2013-01-01,20,8,447
10270,The Scorpion King: Rise of the Akkadian,0.08,0.02,0.0,0.0,0.11,2002-01-01,8,1,530
10271,Backyard Baseball '10,0.1,0.0,0.0,0.01,0.11,2009-01-01,27,11,54
10272,Transformers: Beast Wars Transmetals,0.06,0.04,0.0,0.01,0.11,2000-01-01,16,3,61
10273,GiFTPiA,0.0,0.0,0.11,0.0,0.11,,8,8,531
10274,Animal Planet: Vet Life,0.1,0.0,0.0,0.01,0.11,2009-01-01,5,10,22
10275,My Little Sister Can't Be This Cute Portable,0.0,0.0,0.11,0.0,0.11,2012-01-01,20,1,348
10276,Silly Bandz: Play The Craze,0.1,0.0,0.0,0.01,0.11,2010-01-01,5,6,121
10277,Charlie and the Chocolate Factory,0.08,0.02,0.0,0.0,0.11,2005-01-01,30,2,199
10278,Constantine,0.05,0.04,0.0,0.01,0.11,2005-01-01,17,1,437
10279,Where the Wild Things Are,0.09,0.01,0.0,0.01,0.11,2009-01-01,18,5,550
10280,Dynasty Tactics 2,0.05,0.04,0.0,0.01,0.11,2003-01-01,17,12,501
10281,Real World Golf,0.05,0.04,0.0,0.01,0.11,2005-01-01,17,11,532
10282,Winter Heat,0.0,0.0,0.11,0.0,0.11,1996-01-01,22,11,447
10283,Ty the Tasmanian Tiger 2: Bush Rescue,0.08,0.02,0.0,0.0,0.11,2004-01-01,30,5,139
10284,Digimon Story: Cyber Sleuth,0.0,0.09,0.0,0.02,0.11,2016-01-01,19,8,348
10285,JU-ON: The Grudge,0.08,0.01,0.01,0.01,0.11,2009-01-01,27,1,431
10286,Defender,0.08,0.02,0.0,0.0,0.11,2002-01-01,8,4,326
10287,Deca Sports DS,0.08,0.02,0.0,0.01,0.11,2009-01-01,5,11,225
10288,The Polar Express,0.08,0.02,0.0,0.0,0.11,2004-01-01,8,2,489
10289,BMX XXX,0.08,0.02,0.0,0.0,0.11,2002-01-01,30,11,18
10290,ATV: Quad Frenzy,0.1,0.0,0.0,0.01,0.11,2005-01-01,5,7,297
10291,Akiba's Trip: Undead & Undressed,0.05,0.01,0.04,0.01,0.11,2013-01-01,18,1,363
10292,Backyard NFL Football '10,0.1,0.0,0.0,0.01,0.11,2009-01-01,29,11,54
10293,The Godfather: Mob Wars,0.09,0.01,0.0,0.01,0.11,2006-01-01,20,1,139
10294,Lady Sia,0.08,0.03,0.0,0.0,0.11,2001-01-01,7,5,487
10295,Rock Band: Metal Track Pack,0.05,0.04,0.0,0.01,0.11,2009-01-01,17,4,293
10296,Rocky Balboa,0.01,0.09,0.0,0.01,0.11,2007-01-01,20,11,526
10297,The Lord of the Rings: Conquest,0.09,0.01,0.0,0.01,0.11,2009-01-01,5,1,139
10298,PriPara Mezase! Idol Grand Prix No.1!,0.0,0.0,0.11,0.0,0.11,2015-01-01,3,4,494
10299,National Geographic Challenge!,0.08,0.02,0.0,0.01,0.11,2011-01-01,27,4,71
10300,Robotech: Invasion,0.05,0.04,0.0,0.01,0.11,2004-01-01,17,9,199
10301,Hole in the Wall: Deluxe Edition,0.1,0.0,0.0,0.01,0.11,2011-01-01,29,4,526
10302,Dr. Seuss' The Cat in the Hat,0.08,0.02,0.0,0.0,0.11,2003-01-01,30,4,546
10303,Rogue Warrior,0.09,0.01,0.0,0.01,0.11,2009-01-01,29,9,67
10304,Irozuki Tingle no Koi no Balloon Trip,0.0,0.0,0.11,0.0,0.11,2009-01-01,5,2,360
10305,Master of the Monster Lair,0.1,0.0,0.0,0.01,0.11,2007-01-01,5,8,431
10306,Hellboy: The Science of Evil,0.1,0.0,0.0,0.01,0.11,2008-01-01,29,1,276
10307,Murdered: Soul Suspect,0.06,0.04,0.0,0.01,0.11,2014-01-01,29,1,466
10308,X-Men: Destiny,0.08,0.02,0.0,0.01,0.11,2011-01-01,27,1,22
10309,Starsky & Hutch,0.08,0.02,0.0,0.0,0.11,2003-01-01,8,7,61
10310,Final Fantasy I & II,0.0,0.0,0.11,0.0,0.11,1994-01-01,12,8,464
10311,Rugby 15,0.03,0.06,0.0,0.02,0.11,2015-01-01,19,11,70
10312,Langrisser IV,0.0,0.0,0.11,0.0,0.11,1997-01-01,22,12,343
10313,FoxKids.com Micro Maniacs Racing,0.06,0.04,0.0,0.01,0.11,2000-01-01,16,7,92
10314,Cats & Dogs: The Revenge of Kitty Galore,0.1,0.0,0.0,0.01,0.11,2010-01-01,5,1,7
10315,Hexen: Beyond Heretic,0.06,0.04,0.0,0.01,0.11,1997-01-01,16,9,178
10316,Arcade Party Pak,0.06,0.04,0.0,0.01,0.11,1999-01-01,16,4,326
10317,Kotoba no Puzzle: Mojipittan Daijiten,0.0,0.0,0.11,0.0,0.11,2004-01-01,20,6,348
10318,Yamaha Supercross,0.1,0.0,0.0,0.01,0.11,2009-01-01,5,7,567
10319,Picross 3D 2,0.0,0.0,0.11,0.0,0.11,2015-01-01,3,6,360
10320,Hitman Trilogy,0.05,0.04,0.0,0.01,0.11,2007-01-01,17,1,138
10321,Dragon Quest & Final Fantasy in Itadaki Street Portable,0.0,0.0,0.11,0.0,0.11,2006-01-01,20,4,466
10322,Tetris Evolution,0.08,0.02,0.0,0.01,0.11,2007-01-01,29,6,489
10323,Patapon 2,0.0,0.03,0.06,0.01,0.11,2008-01-01,20,4,457
10324,Cabela's Adventure Camp,0.06,0.03,0.0,0.02,0.11,2011-01-01,18,4,22
10325,Attack of the Movies 3D,0.1,0.0,0.0,0.01,0.11,2010-01-01,27,9,297
10326,Railroad Tycoon II,0.06,0.04,0.0,0.01,0.11,1999-01-01,16,12,409
10327,Angry Birds Star Wars,0.06,0.04,0.0,0.01,0.11,2013-01-01,28,12,22
10328,Hysteria Hospital: Emergency Ward,0.1,0.0,0.0,0.01,0.11,2009-01-01,5,1,379
10329,The Cheetah Girls: Pop Star Sensations,0.1,0.0,0.0,0.01,0.11,2007-01-01,5,4,127
10330,Transformer: Rise of the Dark Spark,0.06,0.03,0.0,0.01,0.11,2014-01-01,31,1,22
10331,Kirarin * Revolution: Kira Kira Idol Audition,0.0,0.0,0.11,0.0,0.11,2006-01-01,5,10,276
10332,Ranma 1/2: Akanekodan Teki Hihou,0.0,0.0,0.11,0.0,0.11,1993-01-01,24,8,490
10333,The BIGS,0.1,0.0,0.0,0.01,0.11,2007-01-01,20,11,495
10334,Blades of Time,0.07,0.03,0.0,0.01,0.11,2012-01-01,29,1,276
10335,My Boyfriend,0.1,0.0,0.0,0.01,0.11,2008-01-01,5,10,113
10336,Scribblenauts Unmasked: A DC Comics Adventure,0.1,0.0,0.0,0.01,0.11,2013-01-01,28,6,550
10337,Victory Zone,0.0,0.0,0.1,0.01,0.11,1995-01-01,16,4,457
10338,Rengoku: The Tower of Purgatory,0.1,0.0,0.0,0.01,0.11,2005-01-01,20,1,276
10339,Goal Storm '97,0.01,0.0,0.09,0.01,0.11,1996-01-01,16,11,276
10340,Paws & Claws: Pet Resort,0.1,0.0,0.0,0.01,0.11,2009-01-01,27,10,489
10341,Dynasty Warriors Advance,0.08,0.03,0.0,0.0,0.11,2005-01-01,7,1,360
10342,Pachi-Slot Aruze Oukoku 3,0.0,0.0,0.1,0.01,0.11,2000-01-01,16,4,45
10343,Science Papa,0.09,0.01,0.0,0.01,0.11,2009-01-01,5,4,22
10344,Tournament Pool,0.1,0.0,0.0,0.01,0.11,2009-01-01,27,11,123
10345,Cabela's North American Adventures,0.1,0.0,0.0,0.01,0.11,2010-01-01,29,11,22
10346,Aqua Aqua,0.05,0.04,0.0,0.01,0.11,2000-01-01,17,6,5
10347,Viewtiful Joe: Double Trouble!,0.08,0.0,0.01,0.01,0.11,2005-01-01,5,1,86
10348,Tom Clancy's Splinter Cell: Conviction,0.0,0.08,0.0,0.02,0.11,2010-01-01,14,1,526
10349,Mega Man Zero 4,0.08,0.03,0.0,0.0,0.11,2005-01-01,7,5,86
10350,Black Bass with Blue Marlin,0.06,0.04,0.0,0.01,0.11,1999-01-01,16,11,469
10351,Mega Man Battle Network 5: Double Team DS (JP sales),0.0,0.0,0.11,0.0,0.11,2005-01-01,5,8,360
10352,Utawarerumono: Chiriyukusha e no Komoriuta,0.0,0.0,0.11,0.0,0.11,2006-01-01,17,2,38
10353,Hyper Formation Soccer,0.0,0.0,0.1,0.01,0.11,1995-01-01,16,11,226
10354,Tiger Woods PGA Tour 06,0.08,0.02,0.0,0.0,0.11,2005-01-01,8,11,139
10355,Jupiter Strike,0.06,0.04,0.0,0.01,0.11,1994-01-01,16,9,18
10356,Sudokuro,0.1,0.0,0.0,0.01,0.11,2007-01-01,5,6,102
10357,BlazBlue: Continuum Shift II,0.05,0.01,0.04,0.01,0.11,2011-01-01,3,3,382
10358,Saigo no Yakusoku no Monogatari,0.0,0.0,0.11,0.0,0.11,2011-01-01,20,8,531
10359,The Book of Unwritten Tales,0.0,0.08,0.0,0.02,0.11,2009-01-01,14,2,210
10360,Metal Gear Solid Integral,0.0,0.0,0.1,0.01,0.11,1999-01-01,16,2,276
10361,Naruto Shippuden 3D: The New Era,0.0,0.04,0.06,0.01,0.11,2011-01-01,3,1,7
10362,FIFA World Cup Germany 2006,0.1,0.0,0.0,0.01,0.11,2006-01-01,20,11,139
10363,Disney's Chicken Little: Ace In Action,0.1,0.0,0.0,0.01,0.11,,27,9,127
10364,Lego Star Wars: The Force Awakens,0.04,0.06,0.0,0.01,0.11,2016-01-01,29,1,550
10365,Reign of Fire,0.08,0.02,0.0,0.0,0.11,2002-01-01,8,9,61
10366,Rock Band Track Pack: Classic Rock,0.1,0.0,0.0,0.01,0.11,2009-01-01,18,4,293
10367,Rock Revolution,0.1,0.0,0.0,0.01,0.11,2008-01-01,5,4,276
10368,Big League Sports: Summer,0.1,0.0,0.0,0.01,0.11,2009-01-01,5,11,22
10369,Tom Clancy's HAWX 2,0.07,0.03,0.0,0.01,0.11,2010-01-01,27,1,526
10370,Sakura Wars,0.0,0.0,0.11,0.0,0.11,2000-01-01,4,2,447
10371,Jampack Volume 14 (RP-T),0.05,0.04,0.0,0.01,0.11,2006-01-01,17,4,457
10372,Pro Yakyuu Team o Tsukurou! 2,0.0,0.0,0.11,0.0,0.11,2009-01-01,5,11,447
10373,Mace Griffin: Bounty Hunter,0.08,0.02,0.0,0.0,0.11,2003-01-01,30,9,139
10374,Martian Gothic: Unification,0.06,0.04,0.0,0.01,0.11,2001-01-01,16,2,495
10375,Woody Woodpecker Racing,0.06,0.04,0.0,0.01,0.11,1999-01-01,16,7,276
10376,Final Fantasy XII International Zodiac Job System,0.0,0.0,0.11,0.0,0.11,2007-01-01,17,8,466
10377,Barbie in The 12 Dancing Princesses,0.09,0.01,0.0,0.01,0.11,2007-01-01,5,2,22
10378,Fight Club,0.08,0.02,0.0,0.0,0.11,2004-01-01,30,3,546
10379,Carnage Heart,0.01,0.01,0.09,0.01,0.11,1995-01-01,16,12,457
10380,"Grand Theft Auto: Mission Pack #1, London 1969",0.06,0.04,0.0,0.01,0.11,1998-01-01,16,2,495
10381,Kamen Rider: Climax Heroes,0.0,0.0,0.11,0.0,0.11,2009-01-01,17,3,348
10382,Robotics;Notes,0.0,0.0,0.11,0.0,0.11,2012-01-01,18,2,8
10383,Disney Channel Collection Vol. 1,0.08,0.03,0.0,0.0,0.11,2004-01-01,7,4,
10384,Total Immersion Racing,0.05,0.04,0.0,0.01,0.11,2002-01-01,17,7,143
10385,Virtual Hydlide,0.0,0.0,0.11,0.0,0.11,1995-01-01,22,8,447
10386,World Series of Poker: Tournament of Champions 2007 Edition,0.1,0.0,0.0,0.01,0.11,2006-01-01,20,4,22
10387,Tales of the World: Reve Unitia,0.0,0.0,0.11,0.0,0.11,2014-01-01,3,8,348
10388,Karaoke Revolution,0.07,0.03,0.0,0.01,0.11,2009-01-01,18,4,276
10389,Warriors Orochi 3,0.0,0.0,0.11,0.0,0.11,2012-01-01,20,1,527
10390,The Bachelor: The Videogame,0.1,0.0,0.0,0.01,0.11,2010-01-01,27,4,550
10391,Space Invaders,0.08,0.03,0.0,0.0,0.11,2002-01-01,7,9,22
10392,BlazBlue: Chrono Phantasma,0.06,0.0,0.03,0.02,0.11,2014-01-01,21,3,40
10393,Digimon Digital Card Battle,0.06,0.04,0.0,0.01,0.11,1999-01-01,16,12,348
10394,Toukiden 2,0.0,0.0,0.11,0.0,0.11,2016-01-01,21,1,501
10395,Earth Defense Force 2: Invaders from Planet Space,0.04,0.01,0.04,0.02,0.11,2014-01-01,21,1,560
10396,Kuroko's Basketball: Miracle Game,0.0,0.0,0.11,0.0,0.11,2012-01-01,20,11,348
10397,Dreamer Series: Top Model,0.1,0.0,0.0,0.01,0.11,2009-01-01,5,10,129
10398,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,0.0,0.0,0.11,0.0,0.11,2006-01-01,17,11,276
10399,Shovel Knight,0.06,0.04,0.0,0.01,0.11,2015-01-01,28,5,561
10400,Yuusha no Kuse ni Namaikida Or 3D,0.0,0.0,0.11,0.0,0.11,2010-01-01,20,12,457
10401,The First Templar,0.06,0.04,0.0,0.01,0.11,2011-01-01,29,1,266
10402,X-Men: The Official Game,0.1,0.0,0.0,0.01,0.11,2006-01-01,5,1,22
10403,Dead to Rights II,0.08,0.02,0.0,0.0,0.11,2005-01-01,30,9,139
10404,Petz Fashion: Dogz & Catz,0.1,0.0,0.0,0.01,0.11,2009-01-01,5,10,526
10405,Project: Horned Owl,0.03,0.02,0.05,0.01,0.11,1995-01-01,16,9,457
10406,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,0.0,0.0,0.11,0.0,0.11,2012-01-01,20,1,348
10407,Child of Light,0.0,0.07,0.02,0.02,0.11,2014-01-01,21,8,526
10408,SingStar Guitar,0.0,0.08,0.0,0.02,0.11,2010-01-01,18,4,457
10409,Dragon Ball Z Super Gokuden: Kakusei-Hen,0.0,0.0,0.11,0.0,0.11,1995-01-01,24,8,348
10410,Help Wanted: 50 Wacky Jobs,0.06,0.04,0.0,0.01,0.11,2008-01-01,27,10,225
10411,Busou Shinki: Battle Masters Mk. 2,0.0,0.0,0.11,0.0,0.11,2011-01-01,20,1,276
10412,Cabela's Dangerous Hunts 2,0.08,0.02,0.0,0.0,0.11,2005-01-01,30,11,22
10413,Fairy Tail: Portable Guild,0.0,0.0,0.11,0.0,0.11,2010-01-01,20,3,276
